Shape,Price,Carat,Cut,Color,Clarity,Delivery Date
Radiant,"$1,635",0.83,Very Good,K,SI1,Jan 5
Radiant,"$1,640",0.80,Very Good,I,SI2,Jan 6
Radiant,"$1,641",0.70,Very Good,J,SI2,Jan 5
Radiant,"$1,643",0.60,Very Good,H,IF,Jan 6
Radiant,"$1,645",0.70,Very Good,K,VS1,Jan 6
Radiant,"$1,657",0.70,Very Good,I,SI1,Jan 5
Radiant,"$1,668",0.90,Very Good,K,SI2,Jan 6
Radiant,"$1,670",0.73,Very Good,F,SI2,Jan 6
Radiant,"$1,673",0.54,Very Good,D,IF,Jan 6
Radiant,"$1,681",0.71,Very Good,J,VS1,Jan 5
Radiant,"$1,690",0.80,Very Good,J,VS1,Jan 6
Radiant,"$1,691",0.78,Very Good,J,SI1,Jan 5
Radiant,"$1,711",0.70,Very Good,F,VVS2,Dec 30
Radiant,"$1,734",0.46,Very Good,E,VVS1,Jan 4
Radiant,"$1,734",0.46,Very Good,E,VVS1,Jan 4
Radiant,"$1,740",0.73,Very Good,I,VS2,Jan 6
Radiant,"$1,740",0.72,Very Good,G,VS2,Jan 6
Radiant,"$1,750",0.42,Very Good,E,IF,Jan 4
Radiant,"$1,750",0.70,Very Good,I,VVS2,Jan 6
Radiant,"$1,753",0.53,Very Good,D,IF,Jan 5
Radiant,"$1,770",0.73,Very Good,G,SI1,Jan 6
Radiant,"$1,775",0.62,Very Good,D,VS2,Jan 6
Radiant,"$1,778",0.76,Very Good,J,VVS1,Jan 5
Radiant,"$1,780",0.71,Very Good,G,SI1,Jan 5
Radiant,"$1,780",0.71,Very Good,G,SI1,Jan 6
Radiant,"$1,787",0.80,Very Good,J,SI1,Jan 6
Radiant,"$1,787",0.71,Very Good,G,VS2,Jan 6
Radiant,"$1,800",0.70,Very Good,H,VS2,Jan 6
Radiant,"$1,812",0.90,Very Good,K,VVS2,Dec 30
Radiant,"$1,813",0.62,Very Good,G,IF,Jan 6
Radiant,"$1,830",0.44,Very Good,E,FL,Jan 4
Radiant,"$1,830",0.93,Very Good,J,VS2,Jan 6
Radiant,"$1,832",0.73,Very Good,J,VVS2,Jan 6
Radiant,"$1,838",0.80,Very Good,J,VS2,Jan 6
Radiant,"$1,856",0.70,Very Good,F,SI1,Jan 6
Radiant,"$1,861",0.51,Very Good,E,VVS2,Jan 4
Radiant,"$1,877",0.90,Very Good,H,SI2,Jan 6
Radiant,"$1,879",0.90,Very Good,K,SI2,Jan 5
Radiant,"$1,883",0.71,Very Good,F,VS1,Jan 6
Radiant,"$1,897",0.70,Very Good,H,VVS1,Jan 6
Radiant,"$1,899",0.99,Very Good,J,SI2,Jan 6
Radiant,"$1,899",0.80,Very Good,K,VVS2,Jan 5
Radiant,"$1,899",0.74,Very Good,G,VS1,Jan 6
Radiant,"$1,902",0.43,Very Good,D,IF,Jan 4
Radiant,"$1,904",0.72,Very Good,F,VS1,Jan 6
Radiant,"$1,910",0.70,Very Good,D,SI2,Jan 6
Radiant,"$1,920",0.95,Very Good,H,SI1,Jan 6
